PMID	title	abstract
7553620	bcl-2 suppresses expression of p21WAF1/CIP1 in breast epithelial cells.	The tumor suppressor gene p53 regulates G1 checkpoint prior to the initiation of DNA synthesis, which can either induce G1 arrest or signal apoptosis. The involvement of p53 in apoptosis may also be related to its ability to down-regulate transcription of the bcl-2 gene. The bcl-2 gene product prevents most types of apoptotic cell death, suggesting that bcl-2 interferes with an essential signaling molecule involved in the apoptotic cell death pathway. Although the bcl-2 protein is shown to be overexpressed in many types of human tumor including breast cancer, its biochemical or pathological consequences are poorly understood. To determine the effects of bcl-2 overexpression on apoptosis and transformation of breast epithelial cells and to investigate whether bcl-2 interferes with the p53 pathway, we introduced the bcl-2 expression vector into MCF10A cells, which were derived from diploid human breast epithelial cells containing the wild-type p53 gene. Overexpression of bcl-2 prevented free radical-induced apoptosis and induced a partially transformed phenotype in MCF10A cells. Although overexpression of bcl-2 did not affect the expression of the p53 gene, p53-dependent gene transcription such as p21WAF1/CIP1 was suppressed. These results suggest that bcl-2 may inhibit p53 functional activity and is involved in the regulation of an early commitment step either to proliferate or suicide.
9889352	Molecular cloning of human GABABR1 and its tissue distribution.	GABABR1 clones were isolated from a human cerebellum library. The human sequence is very similar to rat GABABR1 with the cDNAs sharing 91.3% sequence identity and the receptors sharing 98.6% amino acid sequence identity. Northern blotting has shown that the receptor is brain-specific with a widespread distribution throughout the brain but none detected in the spinal cord.
10953028	Gastrin is a target of the beta-catenin/TCF-4 growth-signaling pathway in a model of intestinal polyposis.	Mutations in the adenomatous polyposis coli (APC) tumor suppressor gene occur in most colorectal cancers and lead to activation of beta-catenin. Whereas several downstream targets of beta-catenin have been identified (c-myc, cyclin D1, PPARdelta), the precise functional significance of many of these targets has not been examined directly using genetic approaches. Previous studies have shown that the gene encoding the hormone gastrin is activated during colon cancer progression and the less-processed forms of gastrin are important colonic trophic factors. We show here that the gastrin gene is a downstream target of the beta-catenin/TCF-4 signaling pathway and that cotransfection of a constitutively active beta-catenin expression construct causes a threefold increase in gastrin promoter activity. APC(min-/+) mice overexpressing one of the alternatively processed forms of gastrin, glycine-extended gastrin, show a significant increase in polyp number. Gastrin-deficient APC(min-/+) mice, conversely, showed a marked decrease in polyp number and a significantly decreased polyp proliferation rate. Activation of gastrin by beta-catenin may therefore represent an early event in colorectal tumorigenesis and may contribute significantly toward neoplastic progression. The identification of gastrin as a functionally relevant downstream target of the beta-catenin signaling pathway provides a new target for therapeutic modalities in the treatment of colorectal cancer.
9015311	Adenomatous polyposis coli tumor suppressor protein has signaling activity in Xenopus laevis embryos resulting in the induction of an ectopic dorsoanterior axis.	Mutations in the adenomatous polyposis coli (APC) tumor suppressor gene are linked to both familial and sporadic human colon cancer. So far, a clear biological function for the APC gene product has not been determined. We assayed the activity of APC in the early Xenopus embryo, which has been established as a good model for the analysis of the signaling activity of the APC-associated protein beta-catenin. When expressed in the future ventral side of a four-cell embryo, full-length APC induced a secondary dorsoanterior axis and the induction of the homeobox gene Siamois. This is similar to the phenotype previously observed for ectopic beta-catenin expression. In fact, axis induction by APC required the availability of cytosolic beta-catenin. These results indicate that APC has signaling activity in the early Xenopus embryo. Signaling activity resides in the central domain of the protein, a part of the molecule that is missing in most of the truncating APC mutations in colon cancer. Signaling by APC in Xenopus embryos is not accompanied by detectable changes in expression levels of beta-catenin, indicating that it has direct positive signaling activity in addition to its role in beta-catenin turnover. From these results we propose a model in which APC acts as part of the Wnt/beta-catenin signaling pathway, either upstream of, or in conjunction with, beta-catenin.
11197304	The interferon gene cluster: a candidate region for MS predisposition? Multiple Sclerosis Study Group.	The clinical benefits of interferon (IFN) beta therapy in some multiple sclerosis (MS) patients are still unexplained, raising the question whether polymorphism within the IFNB gene itself would provide an explanation. Screening the IFNB gene by single strand conformation polymorphism (SSCP) analysis and sequencing, a single nucleotide polymorphism was identified. Both alleles were distributed with similar frequencies in MS patients and controls. Significant linkage disequilibrium (LD) between the IFN allele [153C] and allele [02] of the previously analyzed IFNA microsatellite (Epplen et al. Ann Neurol 1997; 41: 341-352) was observed in MS patients only, indicating a disease related haplotype. On the other hand an increased risk (RR = 12.41; Pc < 8 x 10(-5)) was observed for allele [07]. Hence the study was extended to neighbouring genes. Functionally relevant polymorphisms, i.e., premature stop codons in the IFNA10 [Cys20Stop] and IFNA17 [58Stop] genes and an aminoacid (aa) substitution [ile 184Arg] in the IFNA17 gene were analyzed. Patients carrying a non-functional IFNA17 allele bear an increased risk to develop MS (RR = 25.68; Pc < 0.06). In addition, LD analysis between IFNA10 [Cys20Stop], IFNA17 [58Stop] and the IFNA microsatellite alleles provides evidence for IFNA14, IFNA16 or IFNA5 as additional, most likely candidate genes. The present study excludes the IFNB gene as a candidate for MS predisposition but provides first evidence for predisposing IFNA genes.
8260365	p53 expression and its relationship to DNA alterations in bone and soft tissue sarcomas.	The p53 gene is one of the best studied tumour suppressor genes. Recently we performed mutation analysis on the p53 gene in a large number of bone and soft tissue sarcomas, and found that approximately one-third of the sarcomas have some type of DNA alteration at the p53 locus (Toguchida et al., 1992). However, the expression of the p53 protein resulting from these alterations still remains to be clarified. In this study, p53 expression in the sarcoma tissues was analysed immunohistochemically using antibody PAb421 (Oncogene Science) and its relationship to DNA alterations was examined. Of 113 tumours, 29 (25.7%) showed positive staining for the p53 protein. These included 19 of 67 osteosarcomas, five of 20 chondrosarcomas, four of 11 malignant fibrous histiocytomas (MFHs) and one Ewing's sarcoma. In chondrosarcomas, most of the p53-positive tumours belonged to highly malignant and atypical tumour types (dedifferentiated or mesenchymal type), suggesting a role for p53 mutation in the progression of cartilaginous tumours. All the cases with a missense mutation showed strongly positive staining, while no immunoreactivity was observed in the remaining three-quarters with DNA alterations including gross rearrangement, frame-shift mutation, nonsense mutation or mutation at splicing site except in one case. These results demonstrated the dominance of the p53 mutations with null protein expression in bone and soft tissue sarcomas, showing a unique characteristic of these types of tumours compared with other malignancies such as colon carcinomas.
8960250	Activity of glutathione-dependent enzymes in long term diabetes. I. Activity of glutathione S-transferase and glutathione peroxidase in the liver of alloxan induced diabetic rats.	Cytosolic liver glutathione S-transferase (GST) activity was decreased for CDNB and DCNB as substrates in long term alloxan induced diabetes. Similar to cytosolic, microsomal glutathione S-transferase activity was also decreased for CDNB. In contrast, both microsomal and cytosolic GST activities for ETA as well as cytosolic and microsomal glutathione (GSH) contents were unaffected. The activity of Se-dependent glutathione peroxidase activity, but not nonSe-dependent peroxidase activity was increased in diabetic rats. The results suggest that diabetic state has a different effect on each isoenzyme of hepatic glutathione S-transferase activity. After insulin treatment of diabetic animals the activities of both cytosolic and microsomal GST was not restored and the activity of non Se-GSHPx was significantly lower than the control value.
10985489	Preparation of macroporous poly(2-hydroxyethyl methacrylate) hydrogels by enhanced phase separation.	Macroporous poly(2-hydroxyethyl methacrylate) (p(HEMA)) hydrogels were prepared in the presence of a 0.3-0.7 M NaCl solution. The pore morphology of the p(HEMA) hydrogels was dependent on the concentration of NaCl for a constant monomer solution to aqueous solution ratio. Swelling studies showed an increase in equilibrium water content and hydrogel porosity as the NaCl concentration in the polymerization medium increased from 0 to 0.7 M. The equilibrium water content, however, decreased as the NaCl concentration in the swelling medium increased. The frozen water content increased and non-frozen water decreased with an increase in the NaCl concentration in the polymerization medium. Mechanical testing indicated that the elastic modulus of the hydrogels was not affected by the increased porosity until the pores became interconnected. These data suggest that the addition of NaCl to the polymerization medium results in a multi-phase separation during fabrication that produces macroporous hydrogels of controlled morphology.
9297847	The Spirulina platensis adenylate cyclase gene, cyaC, encodes a novel signal transduction protein.	A cyaC gene encoding an adenylate cyclase of the filamentous cyanobacterium Spirulina platensis was sequenced. The predicted amino acid sequence of the C-terminal region of cyaC is similar to the catalytic domains of adenylate cyclases in other cyanobacteria and eukaryotes. The sequences of other regions are similar to those of proteins consisting of the bacterial two-component signal transduction system: the sensory kinase and the response regulator. The predicted gene product of cyaC contains, from the N-terminal end, a receiver domain of the response regulator protein (R1), a domain similar to the ETR1 of Arabidopsis thaliana, a transmitter domain of the sensory kinase protein, a receiver domain of the response regulator protein (R2), and a catalytic domain of adenylate cyclase. The cyaC gene was expressed as an affinity-tagged protein in Escherichia coli, and the recombinant protein was purified. The purified protein had adenylate cyclase activity which was activated by Mu2+. The results of Western blotting using an anti-CyaC antiserum and the S.platensis cell extract confirmed that cyaC gene is expressed in S. platensis.
8188270	Molecular cloning and chromosomal localization of the human alpha 7-nicotinic receptor subunit gene (CHRNA7).	We have isolated cDNA and genomic clones coding for the human alpha 7 neuronal nicotinic receptor subunit, the major component of brain nicotinic receptors that are blocked by alpha-bungarotoxin. The human alpha 7 neuronal nicotinic cDNA encodes a mature protein of 479 amino acids that is highly homologous to the rat alpha 7 neuronal nicotinic subunit (90%). We have mapped the human alpha 7-nicotinic receptor subunit gene to chromosome 15, band q14, a region frequently rearranged in patients carrying a bisatellite 15 chromosome, large inv dup (15), whose clinical features include mental retardation and seizures.
12394279	Acamprosate, MK-801, and ifenprodil inhibit neurotoxicity and calcium entry induced by ethanol withdrawal in organotypic slice cultures from neonatal rat hippocampus.	BACKGROUND: The antirelapse drug acamprosate has previously been reported to inhibit activating effects of polyamines on -methyl-D-aspartic acid receptor (NMDAR) function. Because increased synthesis of polyamines has been suggested as a mechanism for potentiation of NMDAR function during ethanol withdrawal, we evaluated the effects of acamprosate, MK-801, and ifenprodil in a cell culture model of ethanol withdrawal-induced neurotoxicity. METHODS: Organotypic hippocampal cultures from 8-day-old neonatal rats were maintained in vitro for 23 days before experimental use. The ethanol withdrawal model consisted of exposing cultures to ethanol (70-100 mM) for 4 days before being "withdrawn" into Calcium-Locke's buffer for 1 hr and then into minimal medium for 23 hr. Uptake of (45)CaCl(2) and propidium iodide by damaged cells was assessed 1 hr and 24 hr after the start of ethanol withdrawal, respectively. Additional studies examined effects of exposure to NMDA (50 microM) or spermidine (100 microM) on withdrawal-induced hippocampal damage. Last, these studies examined the ability of the sodium salt of acamprosate (Na-acamprosate, 200 microM), ifenprodil (50 microM), or MK-801 (30 microM) to inhibit neurotoxicity and (45)Ca(2+) entry produced by these insults. RESULTS: Ethanol withdrawal was associated with significantly greater toxicity and (45)Ca(2+) entry, relative to controls. Exposure to spermidine and NMDA during ethanol withdrawal further increased neurotoxicity and (45)Ca(2+) entry. Acamprosate, ifenprodil, and MK-801 almost completely prevented ethanol withdrawal-induced toxicity and (45)Ca(2+) entry. Acamprosate also reduced spermidine-induced neurotoxicity during ethanol withdrawal but was ineffective against NMDA-induced toxicity or (45)Ca(2+) entry at this time. CONCLUSIONS: The results support the contention that acamprosate, like ifenprodil, interacts with polyamines and that these compounds may be effective in reducing consequences of ethanol withdrawal. NMDAR activation is also strongly implicated in ethanol withdrawal neurotoxicity, but whether acamprosate causes any of these effects in this preparation directly via the NMDAR remains uncertain.
12067714	Direct interaction of Frizzled-1, -2, -4, and -7 with PDZ domains of PSD-95.	In Drosophila, the frizzled gene plays a critical role in the establishment of tissue polarity, but the function of the Frizzled family of proteins in mammals is largely unknown. Recent evidence suggested that Frizzleds are receptors for the Wnt family of secreted glycoproteins which are involved in cell fate determination. However, it is unclear how Frizzled receptors transduce Wnt signals to intracellular signaling components. Here we show that the mouse Frizzled-1, -2, -4 and -7 can bind to proteins of the PSD-95 family, which are implicated in the assembly and localization of multiprotein signaling complexes in the brain. Moreover, PSD-95 can form a ternary complex with Frizzled-2 and the adenomatous polyposis coli protein, a negative regulator of Wnt signaling, suggesting that members of the PSD-95 family may serve to recruit intracellular signaling molecules of the Wnt/Frizzled pathway into the vicinity of the receptor.
8764323	Both the wild type and a functional isoform of CFTR are expressed in kidney.	The cystic fibrosis transmembrane conductance regulator (CFTR) consists of five domains, two transmembrane-spanning domains, each composed of six transmembrane segments, a regulatory domain, and two nucleotide-binding domains (NBDs). CFTR is expressed in kidney, but its role in overall renal function is not well understood, because mutations in CFTR found in patients with cystic fibrosis are not associated with renal dysfunction. To learn more about the distribution and functional forms of CFTR in kidney, we used a combination of molecular, cell biological, and electrophysiological approaches. These include an evaluation of CFTR mRNA and protein expression, as well as both two-electrode and patch clamping of CFTR expressed either in Xenopus oocytes or mammalian cells. In addition to wild-type CFTR mRNA, an alternate form containing only the first transmembrane domain (TMD), the first NBD, and the regulatory domain (TNR-CFTR) is expressed in kidney. Although missing the second set of TMDs and the second NBD, when expressed in Xenopus oocytes, TNR-CFTR has cAMP-dependent protein kinase A (PKA)-stimulated single Cl- channel characteristics and regulation of PKA activation of outwardly rectifying Cl- channels that are very similar to those of wild-type CFTR. TNR-CFTR mRNA is produced by an unusual mRNA processing mechanism and is expressed in a tissue-specific manner primarily in renal medulla.
9890376	Differential expression of cell survival and cell cycle regulatory proteins in cutaneous squamoproliferative lesions.	Previous models of cutaneous carcinogenesis have primarily focused on the regulation of keratinocyte (KC) proliferation and differentiation. However, it has become clear in many neoplastic systems that altered rates of cell death and/or inability to undergo growth arrest can also contribute to the development of cancer. Apoptosis-regulatory proteins include those that block apoptosis such as Bcl-2 and Bcl-x, whilst a related protein Bax promotes apoptosis. Cell cycle regulatory proteins include those associated with growth arrest, i.e. p21wafl, p53, and those associated with proliferation, i.e. Ki-67. Paraffin embedded samples from ten different lesions of squamous cell carcinoma (SCC), Bowen's disease (BD), keratoacanthomas (KA), and nine normal adult skin samples were stained by immunohistochemistry to detect expression of Bcl-2, Bcl-x, Bax, Ki-67, p21wafl, p53 and apoptosis (TUNEL assay). Compared to low levels of Bcl-x and Bcl-2 immunostaining in normal skin, all the squamoproliferative lesions had strong and diffuse KC expression of Bcl-x (>80%) but minimal to absent KC Bcl-2 expression (<15%). Bax immunopositivity was limited to the basal layer in normal skin and BD. In contrast, by examining serial sections both Bcl-x and Bax appeared to be coexpressed by the majority of malignant KCs in KA and SCC (>70%). These immunostaining profiles reveal that squamoproliferative lesions, including invasive transformed KCs, preferentially express Bcl-x over Bcl-2, in addition to upregulating their Bax levels. Even though there were numerous TUNEL positive cells in these squamoproliferative lesions, no other evidence of apoptosis was seen reinforcing the necessity to use caution when relying on TUNEL staining for identification of programmed cell death in skin biopsies. Normal sun-exposed skin had low but detectable p53 and rare p21wafl KC expression. Significantly higher numbers of p21wafl and p53 immunopositive KCs were noted throughout the lesions in BD and SCC in contrast to KA where p53 and rare p21wafl immunopositive KCs were primarily limited to the periphery of the tumor cell islands. In general, p53 KC expression was higher in all squamoproliferative lesions and sun-exposed normal skin compared to p21Wafl expression. Summary of the expression of cell cycle regulatory proteins for both p21wafl and p53 KC expression was: SCC > BD > KA, in marked contrast to Ki-67 KC expression which was: BD > KA > SCC. The relatively few malignant cells in SCC that were actively participating in the cell cycle (i.e. Ki-67 positive) suggests that these neoplasms may arise primarily by increased cell survival and resistance to apoptosis rather than by hyperproliferation. These studies emphasize the importance of examining multiple members of protein families that regulate apoptosis, proliferation, growth arrest, and differentiation. It is the overall balance between these cellular phenomena that determine whether a cell remains viable or undergoes programmed cell death and contributes to the appearance of a neoplasm. The overexpression of Bcl-x may confer a survival advantage to malignant KCs unable to growth arrest to repair damaged DNA (mutant p53) and/or undergo terminal differentiation (increased p21wafl). Thus, mutation or aberrant expression of such proteins may participate in the multistep process of carcinogenesis that gives rise to these squamoproliferative lesions.
10625544	The regulative capacity of prespore amoebae as demonstrated by fluorescence-activated cell sorting and green fluorescent protein.	The ability of prespore Dictyostelium discoideum amoebae to undergo redifferentiation so as to reestablish normal spore/stalk proportioning has been demonstrated in various ways over the years, beginning with the classic microdissection work of K. Raper. The discovery of anterior-like cells in the slug posterior, however, cast doubt on that ability, and more recent experiments using a cell-specific toxin suggested that prespore redifferentiation may not in fact occur. To reexamine this question, we performed fluorescence-activated cell sorting (FACS) upon amoebae expressing a mutated green fluorescent protein gene (S65T-GFP) under the control of a prespore-specific (PsA) promoter. FACS produced prespore cell populations with purities, measured by GFP expression, as high as 99. 5%. Sorted GFP(+) cells were developmentally competent and produced normally proportioned fruits, indistinguishable from those of "sham-sorted" (permissively gated, mixed GFP(+) and GFP(-)) amoebae. This result confirms the developmental totipotency of prespore amoebae.
11787793	Design and assembly of solid-phases for the effective recovery of nanoparticulate bioproducts in fluidised bed contactors.	Practical recovery of nanoparticulate bioproducts from suspension feedstocks has been studied in batch, fixed bed and fluidised bed adsorptive contactors. The performance of five discrete configurations of adsorbent solid phase has been critically evaluated in the anion exchange recovery of mg quantities of BSA nanoparticles. These have served as surrogate size mimics of less easily sourced viral and plasmid gene therapy vectors, characterised by high value and a shortage of supply in quantities sufficient for research and development. Performance parameters of binding capacity, efficacy of washing, desorption efficiency and total cycle time were strongly influenced by the external and internal topographies of solid phases, together with the localised concentrations of interacting chemical ligands which modulate adsorption. In respect of a full operational recovery cycle, porous adsorbents developed for refined chromatographic fractionation of macromolecules, appear less suited overall than solid, nonporous particles, or solid particles coated with a shallow pellicle of active adsorbent material. Such findings have been confirmed in a detailed demonstration of the recovery of plasmid DNA (7.8 Kb) from chemical lysates of Escherichia coli.
8263540	Ca2+ channel blockers attenuate beta-amyloid peptide toxicity to cortical neurons in culture.	Deposit of beta-amyloid protein (A beta) in Alzheimer's disease brain may contribute to the associated neurodegeneration. We have studied the neurotoxicity of A beta in primary cultures of murine cortical neurons, with the aim of identifying pharmacologic ways of attenuating the injury. Exposure of cultures to A beta (25-35 fragment; 3-25 microM) generally triggers slow, concentration-dependent neurodegeneration (over 24-72 h). With submaximal A beta-(25-35) exposure (10 microM), substantial (> 40% within 48 h) degeneration often occurs and is markedly attenuated by the presence of the Ca2+ channel blockers nimodipine (1-20 microM) and Co2+ (100 microM) during the A beta exposure. However, A beta neurotoxicity is not affected by the presence of glutamate receptor antagonists. We suggest that Ca2+ influx through voltage-gated Ca2+ channels may contribute to A beta-induced neuronal injury and that nimodipine and Co2+, by attenuating such influx, are able to attenuate A beta neurotoxicity.
9988706	Multiple functional Sp1 domains in the minimal promoter region of the neuronal nicotinic receptor alpha5 subunit gene.	The alpha5 subunit is a component of the neuronal nicotinic acetylcholine receptors, which are probably involved in the activation step of the catecholamine secretion process in bovine adrenomedullary chromaffin cells. The promoter of the gene coding for this subunit was isolated, and its proximal region was characterized, revealing several GC boxes located close to the site of transcription initiation (from -111 to -40). Deletion analysis and transient transfections showed that a 266-base pair region (-111 to +155) gave rise to approximately 77 and 100% of the maximal transcriptional activity observed in chromaffin and SHSY-5Y neuroblastoma cells, respectively. Site-directed mutagenesis of five different GC motifs indicated that all of them contribute to the activity of the alpha5 gene, but in a different way, depending on the type of transfected cell. Thus, in SHSY-5Y cells, alteration of the most promoter-proximal of the GC boxes decreased alpha5 promoter activity by approximately 50%, whereas single mutations of the other GC boxes had no effect. In chromaffin cells, by contrast, modification of any of the GC boxes produced a similar decrease in promoter activity (50-69%). In both cell types, however, activity was almost abolished when four GC boxes were suppressed simultaneously. Electrophoretic mobility shift assays using nuclear extracts from either chromaffin or SHSY-5Y cells showed the specific binding of Sp1 protein to fragment -111 to -27. Binding of Sp1 to the GC boxes was also demonstrated by DNase I footprint analysis. This study suggests that the general transcription factor Sp1 plays a dominant role in alpha5 subunit expression, as has also been demonstrated previously for alpha3 and beta4 subunits. Since these three subunits have their genes tightly clustered and are expressed in chromaffin cells, probably as components of the same receptor subtype, we propose that Sp1 constitutes the key factor of a regulatory mechanism common to the three subunits.
12570104	Genetic polymorphisms associated with acute pulmonary embolism and deep venous thrombosis.	Frequently an inherited predisposition to thrombosis remains clinically silent until an additional environmental factor intervenes. The present study aimed to assess distribution of inherited risk factors of venous thrombosis in patients with venous thromboembolism (VTE). The prevalences of factor V Leiden (FV Leiden), prothrombin factor II G20210A (FII G20210A), C677T and A1298C of methylenetetrahydrofolate reductase (MTHFR) mutations were studied in 149 VTE patients and 100 controls. The following key risks were established: previous deep venous thrombosis or pulmonary embolism (23.5%), bed rest (34.2%), immobilisation of lower limb (10.1%), hospitalisation (30.9%) and obesity (28.9%). In 29 (19%) patients and in three (3%) controls FV Leiden was found. A significant association between VTE and FV Leiden was established. There were six (4%) carriers of the FII G20210A among VTE patients and one in the controls. No associations between VTE and MTHFR polymorphisms (C677T, A1298C) were found. In three of 149 patients both FV Leiden and FII G20210A polymorphisms were observed. The mean protein C activity was slightly, though nonsignificantly, smaller in VTE patients. In conclusion, there was a positive association between venous thromboembolism and factor V Leiden. Only a weak trend favouring a relationship between prothrombin factor II G20210A and venous thrombolism was present. No associations between common polymorphisms of methylenetetrahydrofolate reductase and venous thromboembolism were found.
10642882	The homeodomain: an ancient evolutionary motif in animals and plants.	The homeodomain is a DNA-binding motif within transcription factor proteins. These transcription factors may be involved in cell differentiation and control of cell growth, as well as patterning of diverse organisms. Given their strong evolutionary conservation, it has been suggested that homeodomain proteins have been fundamental to the evolution of animal species. We have previously shown that the major classes of animal homeodomains originated early in the evolution of metazoans. Here, I investigate the evolutionary relationships of homeodomain sequences in plants. Using distance matrix approaches with unweighted or weighted character state transitions, the overall results support the same conclusion: in plants, as in animals, multiple independent classes of divergent homeodomains can be distinguished, again suggesting an early evolutionary origin. These studies advance the hypothesis that the homeodomain represents a fundamental motif of gene regulation in multicellular organisms.
11906166	A role for the common GTP-binding protein in coupling of chromosome replication to cell growth and cell division.	Homologues of CgtA, the common GTP-binding protein of Vibrio harveyi, are present in diverse organisms ranging from bacteria to humans. In bacteria, proteins homologous to CgtA form a subfamily of small GTP-binding proteins, called Obg/Gtp1. Similarity between bacterial members of this subfamily and their eukaryotic homologues is as high as about 50%. Nevertheless, specific functions of these proteins remain largely unknown. Genes coding for CgtA-like proteins are essential in almost all species of bacteria. The only known exception is V. harveyi, whose cells survive disruption of the cgtA gene. Therefore, the V. harveyi cgtA insertional mutant is a very useful tool for studies on functions of CgtA. Here we demonstrate that under normal growth conditions, cells of the cgtA mutant are slightly larger than wild-type cells, whereas indirect inhibition of DNA replication initiation by addition of rifampicin results in significantly higher differences in average cell size between these two strains as measured by flow cytometry. These differences decreased when cell division was inhibited by cephalexin. DNA synthesis per cell mass was found to be increased in the cgtA mutant relative to wild-type V. harveyi strain, whereas the mutant cells grew slower than bacteria with functional cgtA gene. Kinetics of DNA replication after inhibition of cell division was also considerably different in wild-type and cgtA mutant strains. These results suggest that the cgtA gene product plays a role in coupling of DNA replication to cell growth and cell division.
7903116	Role of a metabotropic glutamate receptor in synaptic modulation in the accessory olfactory bulb.	Various functions of glutamate transmission are mediated by both ionotropic and metabotropic glutamate receptors. The metabotropic glutamate receptors (mGluRs) consists of at least six different subtypes that are classified into three subgroups, mGluR1/mGluR5, mGluR2/mGluR3, and mGluR4/mGluR6 (refs 1-5), but their physiological roles are largely unknown. Here we report the identification of a very potent agonist for mGluR2/mGluR3, DCG-IV, and the specific localization of mGluR2 in granule cell dendrites that form dendrodendritic synapses with mitral cells in the accessory olfactory bulb. Using the DCG-IV agonist for mGluR2 in combination with slice patch-recording, we demonstrate that the granule cell mGluR2 presynaptically suppresses inhibitory GABA (gamma-aminobutyrate) transmission to the mitral cell. Our results indicate that mGluR2 in granule cells plays an important role in the persistent excitation of olfactory sensory transmission in the accessory olfactory bulb by relieving mitral cells from the GABA inhibition.
11712394	[Chemical structure, active sites and receptor binding of insulin molecule and its signal transduction].	Biologically active insulin consists of two polypeptide chains, the A chain(21 amino acids) and the B chain(30 amino acids). Several regions of invariability closely related to the biological activity, such as (a) the position of cysteines that form the disulfide bridges, (b) the N- and C-terminal regions of the A-chain, and (c) hydrophobic residues at the C-terminus of the B chain. The functional insulin receptor is a heterotetrameric protein composed of two alpha and two beta subunits. The alpha subunits contain the insulin binding site and the binding causes conformational changes in the receptor molecule. The quaternary structure of the beta subunit then changes to allow for stimulating autophosphorylation of its tyrosine residues. Those in the catalytic domain(tyrosines 1146, 1150, 1151) are essential to promote the kinase activity of the receptor toward other protein substrates in insulin signalling system. The elucidation of detailed mechanisms of insulin binding to the receptor will be useful for the development of a novel hypoglycemic agent 'insulin receptor agonist', which directly acts on the insulin site and can be orally administered for the treatment of diabetes mellitus.
8786986	Calculation of hydrolytic rate constants of poly(ortho ester)s from molecular weights determined by gel permeation chromatography.	PURPOSE: To obtained rate constants from weight-averaged (Mw) or z-averaged (Mz) molecular weights for polymers of Schule-Flory distribution and undergoing random scission. These constants were compared with those obtained by parallel 1HNMR studies. METHODS: The hydrolysis of two poly(ortho ester)s were followed by 1HNMR and gel permeation chromatography (GPC). RESULTS: Equations to convert number-averaged (Mn), Mw and Mz into fraction of backbone remaining (fc) were derived. First-order hydrolytic rate constants of two poly(ortho ester)s; DETOSU-HD and DETOSU-CDM were calculated using these relationships. The rate constants calculated from 1HNMR, Mz and Mw were 0.215, 0.21 and 0.182 hr-1, respectively, for DETOSU-CDM and 0.152, 0.086 and 0.038 hr-1 for DETOSU-HD. The large discrepancy in the rates determined by 1HNMR and GPC in the latter case was attributed to that the detector response (refractive index) of the monomers was lower than that of the high molecular weight polymer. The difference is small in the case of DETOSU-CDM, and the rates calculated from GPC data were comparable or nearly identical to that obtained from 1HNMR data. CONCLUSIONS: Although GPC can yield rapid and valuable kinetic data for the degradation of biodegradable polymers, the system, however, must be carefully calibrated to account for the variations in Mark-Houwink coefficients and in the response of the mass detector between the high and low MW polymers.
12525615	Overlapping motifs (PTAP and PPEY) within the Ebola virus VP40 protein function independently as late budding domains: involvement of host proteins TSG101 and VPS-4.	The VP40 protein of Ebola virus can bud from mammalian cells in the form of lipid-bound, virus-like particles (VLPs), and late budding domains (L-domains) are conserved motifs (PTAP, PPxY, or YxxL; where "x" is any amino acid) that facilitate the budding of VP40-containing VLPs. VP40 is unique in that potential overlapping L-domains with the sequences PTAP and PPEY are present at amino acids 7 to 13 of VP40 (PTAPPEY). L-domains are thought to function by interacting with specific cellular proteins, such as the ubiquitin ligase Nedd4, and a component of the vacuolar protein sorting (vps) pathway, tsg101. Mutational analysis of the PTAPPEY sequence of VP40 was performed to understand further the contribution of each individual motif in promoting VP40 budding. In addition, the contribution of tsg101 and a second member of the vps pathway, vps4, in facilitating budding was addressed. Our results indicate that (i) both the PTAP and PPEY motifs contribute to efficient budding of VP40-containing VLPs; (ii) PTAP and PPEY can function as L-domains when separated and moved from the N terminus (amino acid position 7) to the C terminus (amino acid position 316) of full-length VP40; (iii) A VP40-PTAP/tsg101 interaction recruits tsg101 into budding VLPs; (iv) a VP40-PTAP/tsg101 interaction recruits VP40 into lipid raft microdomains; and (v) a dominant-negative mutant of vps4 (E228Q), but not wild-type vps4, significantly inhibited the budding of Ebola virus (Zaire). These results provide important insights into the complex interplay between viral and host proteins during the late stages of Ebola virus budding.
11853545	Phosphorylation of Xenopus transcription factor IIIA by an oocyte protein kinase CK2.	Transcription factor IIIA (TFIIIA), isolated from the cytoplasmic 7 S ribonucleoprotein complex of Xenopus oocytes, is phosphorylated when incubated with [gamma-(32)P]ATP. This modification is due to a trace kinase activity that remains associated with the factor through several steps of purification. The kinase can use either ATP or GTP, and will phosphorylate casein and phosvitin to the exclusion of TFIIIA. The kinase is reactive with a ten-amino-acid peptide that is a specific substrate for protein kinase CK2 (CK2; formerly casein kinase II). In addition, inhibition of phosphorylation by heparin and stimulation by spermidine indicate that the activity can be ascribed to CK2. Phospho amino acid analysis established that serine is the sole phosphoryl acceptor in TFIIIA. There are four consensus sites for CK2 in TFIIIA; all contain serine residues at the putative site of phosphorylation. TFIIIA immunoprecipitated from oocytes, which were incubated with [(32)P]orthophosphate, is also phosphorylated exclusively on serine residues. Only the cyanogen bromide fragment, which was derived from the N-terminal end of TFIIIA, is labelled in vivo. A recognition sequence for CK2, located at Ser(16) in the beta-turn of the first zinc-finger domain, is the only protein kinase consensus sequence present in this peptide. Assays in vitro with site-specific mutants of TFIIIA established that Ser(16) is the preferred site of phosphorylation, with some secondary modification at Ser(314).
